"T","G","Gs","w","Xav_w"
0.01584893192461114,10.94871981669163,10.915591943120576,0.3292990262331186,0.32902602619420424
0.01778279410038923,11.09931120400493,11.04457072500248,0.3267574923649079,0.3264852709547175
0.01995262314968881,11.311668726815437,11.228617338770695,0.32354386842466365,0.32325027771138515
0.0223872113856834,11.590474008835642,11.473413058545656,0.31986699304955124,0.31961436070548555
0.025118864315095822,11.93379985893625,11.779129417456852,0.3160523953468095,0.31576301436681975
0.02818382931264455,12.333030039484125,12.140027998205602,0.3124677346755689,0.3122458269280559
0.03162277660168379,12.774168232298628,12.545254882078918,0.30943997333191864,0.3091318990446088
0.035481338923357565,13.24014912378453,12.980585500497481,0.3071942900481115,0.3066176470431724
0.039810717055349734,13.71362005940205,13.430714751257334,0.3058273155282334,0.3051572143204513
0.04466835921509635,14.179740906525522,13.881709100652602,0.3053091441902849,0.3049228424882102
0.05011872336272725,14.628769768902323,14.323389603159033,0.30549958102492325,0.3055924011475839
0.05623413251903491,15.058494152548947,14.751645841677876,0.3061638782060969,0.30670992654792584
0.06309573444801936,15.47683702007783,15.1709148983523,0.30697806695871477,0.30782039245346915
0.0707945784384138,15.905013635662604,15.597129460713294,0.3075230924451844,0.3084659836574122
0.07943282347242822,16.38134293099006,16.06124234658278,0.307279255776463,0.3081877290283973
0.08912509381337459,16.965753847545788,16.613312852545373,0.3056351048378634,0.3065303793481043
0.1,17.747055488603646,17.328288354330457,0.30187142803927114,0.30306105753816165
0.1122018454301963,18.864512528422065,18.320224040674447,0.29486332343670374,0.2968287081168534
0.12589254117941687,20.659494050610387,19.885837995394866,0.28340271042325527,0.28505254965068894
0.14125375446227553,24.201406431174952,23.07364492298726,0.27120132397292007,0.2647095110115735
0.15848931924611143,29.307646823835686,27.69120418610635,0.25979427155670076,0.23951443169517303
0.1778279410038923,34.844864214614134,32.723371147570376,0.2521547296429032,0.2287444033574308
0.1995262314968879,39.84757015274079,37.36934034442996,0.2504096720306419,0.2320975455185211
0.22387211385683423,44.00139438417524,41.397250156697346,0.2544223726263106,0.24335161734164265
0.25118864315095824,47.40458305570755,44.871183496214165,0.26207722555668633,0.25645684972470845
0.2818382931264455,50.259708468951104,47.90724653339326,0.27092517360405766,0.26640006970207303
0.31622776601683794,52.739980136946926,50.604155578167706,0.27933698993355094,0.27360647616606926
0.3548133892335753,54.964571617050915,53.038451503282324,0.28660941506859494,0.2796984873247277
0.39810717055349776,57.00860773282782,55.26773736778858,0.292617368165456,0.2850706684885863
0.4466835921509635,58.91748296220128,57.333740210180714,0.2974924097818501,0.28977891341608897
0.5011872336272725,60.717883763462446,59.26554854097597,0.30144080277579466,0.29388859113304255
0.5623413251903491,62.425061809992776,61.0828061402697,0.30466417107051047,0.29746883959136267
0.6309573444801942,64.04738117211012,62.79844533868815,0.30733308558829187,0.300591958391233
0.7079457843841388,65.58911289701496,64.42079868940814,0.30958316797807095,0.3033328559014558
0.7943282347242822,67.05214988126997,65.95513198469185,0.31151911065201987,0.30576856264541175
0.8912509381337459,68.43706403031375,67.4047177112781,0.3132205219756674,0.30797782904868065
1,69.74376142054093,68.77157117731772,0.3147473891394892,0.3100408861716989
1.1220184543019653,70.97188909856698,70.05694883151644,0.31614455096383587,0.31202443585468054
1.2589254117941688,72.12108619929803,71.2616822624254,0.31744516558356173,0.31393878779084383
1.4125375446227555,73.19113595029515,72.38639969899629,0.31867333858851676,0.31577961126418846
1.584893192461114,74.1820537201361,73.43167083935315,0.3198461021562995,0.3175426348625042
1.7782794100389228,75.09413354491322,74.39809970294786,0.3209749095948742,0.3192235738723185
1.9952623149688828,75.9279680148347,75.28638272109211,0.32206677266156203,0.3208181342612698
2.2387211385683425,76.68445197784798,76.09734440291182,0.32312513493424944,0.32232201812029365
2.5118864315095824,77.36477803194728,76.83195986678972,0.32415054707992064,0.3237309291955123
2.818382931264455,77.97043054811977,77.49137179122032,0.32514118914855716,0.3250405787387543
3.1622776601683795,78.50318460861904,78.07690858707308,0.3260932699962653,0.3262466909705416
3.5481338923357604,78.96511656259692,78.59011063998817,0.3270013234715443,0.3273450101037487
3.9810717055349776,79.35863381171536,79.03277223217314,0.3278584141570893,0.3283313057685079
4.4668359215096345,79.68653293111238,79.407008210922,0.32865626164742245,0.32920138083591455
5.011872336272725,79.95209732344402,79.71535664601393,0.32938529135394057,0.32995107799771073
5.623413251903491,80.15924828628671,79.96093161688339,0.33003462193665545,0.3305762863860421
6.309573444801943,80.31276651708974,80.14764380337984,0.3305920055491256,0.3310729495749605
7.0794578438413875,80.41860427130598,80.28051037740283,0.3310437488082192,0.3314370732892106
7.943282347242821,80.48431063956875,80.36607892531165,0.33137466232747625,0.3316647318075939
8.91250938133746,80.51959167336712,80.41299086873693,0.33156811814508247,0.3317520778237174
10,80.5370195314418,80.43270440686182,0.3316063407827954,0.3316953458118497
11.220184543019652,80.55288386850971,80.44037886900729,0.331471119855687,0.3314910375089233
12.589254117941687,80.58813420157354,80.45588118436652,0.3311452028098625,0.33113639954243645
14.125375446227554,80.66928061844519,80.50479672157748,0.3306146793325917,0.33062895794419
15.848931924611142,80.8289894368357,80.61919640552797,0.32987264375039294,0.32996634850221507
17.78279410038923,81.10593075283407,80.83772630383464,0.3289242114765234,0.3291463251261634
19.95262314968883,81.54324465993778,81.20437755845407,0.3277924353243993,0.3281666032009445
22.387211385683422,82.18490432663421,81.7651706973798,0.32652375140838963,0.3270513785114362
25.11886431509582,83.06947327373604,82.56215731863556,0.32519049521471044,0.3259175304299252
28.18382931264455,84.22152027526381,83.62486192615984,0.3238874759934054,0.3247761509089034
31.622776601683793,85.64231855822968,84.96064740526543,0.3227206492547139,0.3236092558051493
35.481338923357605,87.30294100795292,86.54705758764483,0.32178911101075447,0.3225983909299926
39.81071705534978,89.14337184371993,88.32987413502586,0.32116570281680246,0.32175888583515877
44.668359215096345,91.07971489550944,90.22927083904057,0.32088352044221846,0.32117035479793465
50.11872336272725,93.01818566153072,92.1531202298446,0.3209333862974011,0.32089396942888265
56.23413251903491,94.87129204949508,94.01309167607606,0.3212720749711966,0.3208913018920944
63.09573444801943,96.57075239938307,95.73806193486286,0.3218365403074077,0.3212059766172425
70.79457843841388,98.07376809998087,97.28120670727004,0.3225582958886912,0.321743802400487
79.43282347242821,99.36255299366343,98.62036775865285,0.32337404501461897,0.32249601814402695
89.12509381337459,100.43937726197271,99.7537364468595,0.3242314474156238,0.3233761119392289
100,101.31994866886765,100.69360202663644,0.32509084143237876,0.3243438808107737
112.20184543019653,102.02723384831967,101.4603008642128,0.3259244228202871,0.3253399542673748
125.89254117941688,102.5867390225605,102.07746518601553,0.3267142343296052,0.32632423296245316
141.25375446227554,103.02342671755747,102.56882602588891,0.3274498728926336,0.3272644574551971
158.48931924611142,103.36000231510386,102.95636045991915,0.32812639517358444,0.3281355025143705
177.82794100389228,103.61617185188909,103.25941686568642,0.3287426086767917,0.3289268069905438
199.5262314968883,103.80850602576636,103.4944675099426,0.32929977156533674,0.3296283663645318
223.87211385683423,103.9506370735676,103.67521858295652,0.3298006502783153,0.3302435676761668
251.18864315095823,104.05360800468343,103.81289518214109,0.33024886143263776,0.33077214673750965
281.8382931264455,104.12626635739296,103.91658938232288,0.3306484267302878,0.33122408879418974
316.22776601683796,104.17564438755235,103.99360901081602,0.33100348131201507,0.33160364765229583
354.81338923357606,104.20729863363773,104.04979629930507,0.3313180895337424,0.33192231583853943
398.1071705534977,104.22559969625347,104.08980423419786,0.3315961342517084,0.33218552827612435
446.6835921509635,104.23397254386548,104.11732863611398,0.3318412554000101,0.33240361946353897
501.18723362727246,104.23509209376323,104.13529905439462,0.33205682095010336,0.3325815769978216
562.341325190349,104.23104042660397,104.14603365313037,0.3322459186422051,0.3327276230303433
630.9573444801943,104.22343212542808,104.15136375576131,0.33241136062915233,0.33284573592464084
707.9457843841387,104.21351366973366,104.1527334134997,0.33255569578143085,0.33294199558938486
794.3282347242822,104.2022419938601,104.15127872429443,0.3326812261925718,0.33301933877324036
891.2509381337459,104.19034645977024,104.1478908972332,0.33279002564083116,0.3330820521417376
1000,104.17837770209239,104.14326635270315,0.33288395858252984,0.33313220242916486
1122.0184543019652,104.16674611838815,104.13794652347353,0.3329646987995971,0.3331727151564497
1258.9254117941662,104.15575220742944,104.13234949201498,0.3330337471857485,0.33320500051595076
1412.5375446227554,104.14561049468348,104.12679516275476,0.3330924483923441,0.33323100958206264
1584.8931924611175,104.13646841303111,104.12152531462178,0.33314200620734113,0.3332516853170025
1778.2794100389228,104.1284212125396,104.11671959665294,0.33318349763685506,0.3332683070797813
1995.262314968883,104.1215237414399,104.11250830518956,0.3332178857175552,0.33328149739263024
2238.7211385683377,104.11579975876789,104.10898260412233,0.33324603112225226,0.3332920842815654
2511.886431509582,104.11124929697255,104.10620271023654,0.3332687026391472,0.33330047578253746
2818.3829312644607,104.10785448168858,104.10420445612706,0.3332865866130892,0.33330720204480374
3162.2776601683795,104.10558412904001,104.10300455704417,0.3333002954386175,0.33331252984892934
3548.1338923357603,104.104397372951,104.10260484035935,0.3333103751921227,0.3333167952705331
3981.071705534969,104.1042465217946,104.1029956430976,0.3333173124857851,0.3333201730459997
4466.835921509635,104.10507930205176,104.10415854104433,0.33332154062012975,0.3333228740303082
5011.872336272735,104.10684061394022,104.10606853984062,0.3333234451057516,0.3333250133663694
5623.413251903491,104.10947389823625,104.10869583231832,0.33332336861845135,0.3333267217408453
6309.573444801943,104.11292219322273,104.1120072055968,0.3333216154459133,0.33332807582696106
7079.457843841374,104.11712894466791,104.11596716500797,0.3333184554783417,0.3333291553369219
7943.282347242822,104.12203861904742,104.12053882881546,0.3333141277901477,0.3333300121045958
8912.509381337477,104.12759716015377,104.12568463724845,0.33330884385494364,0.333330693650353
10000,104.13375232123018,104.13136691101595,0.33330279043171496,0.3333312357138176
11220.184543019654,104.1404538983852,104.13754828777017,0.3332961321560608,0.33333166564077266
12589.254117941662,104.14765388595224,104.14419205961164,0.3332890138668654,0.3333320086694964
14125.375446227554,104.15530657038191,104.15126243039464,0.33328156269554987,0.3333322796239721
15848.931924611174,104.1633685759904,104.15872470809786,0.3332738899422316,0.3333324968147306
17782.794100389227,104.171798873265,104.16654544469773,0.3332660927605602,0.33333266739580814
19952.62314968883,104.18055875831966,104.17469253368952,0.33325825567073086,0.3333328050365662
22387.21138568338,104.18961181039734,104.18313527354194,0.3332504519181534,0.3333329122824868
25118.864315095823,104.19892383294446,104.19184440385352,0.3332427446934443,0.3333329996306913
