,T,G,Gs,w,Xav_w,my_w,my_w_err,Xav_w_err,my_G,my_G_err,my_Gs,my_Gs_err
85,0.1778279410038923,34.844864214614134,32.723371147570376,0.2521547296429032,0.2287444033574308,0.2521547296429034,8.8058869742196195e-16,0.09284111513048306,34.84486421461382,8.97230655883355e-15,32.723371147570084,8.90258281605175e-15
86,0.1995262314968879,39.84757015274079,37.36934034442996,0.2504096720306419,0.2320975455185211,0.2504096720306421,8.867253533955356e-16,0.07312867096395624,39.84757015274075,1.0698911873971244e-15,37.36934034442992,9.50702807717624e-16
87,0.2238721138568342,44.00139438417524,41.397250156697346,0.2544223726263106,0.2433516173416426,0.2544223726263106,0.0,0.0435132931525974,44.001394384175086,3.552601094919884e-15,41.3972501566972,3.6044416946733204e-15
88,0.2511886431509582,47.40458305570755,44.871183496214165,0.2620772255566863,0.2564568497247084,0.2620772255566861,6.354365715679215e-16,0.021445495006440603,47.404583055707384,3.4474478771973322e-15,44.871183496214,3.642088674541245e-15
89,0.2818382931264455,50.259708468951104,47.90724653339326,0.2709251736040576,0.266400069702073,0.2709251736040579,1.0244738518168174e-15,0.01670241211545035,50.25970846895107,7.068711273952693e-16,47.907246533393234,5.932653510068244e-16
90,0.3162277660168379,52.739980136946926,50.604155578167706,0.2793369899335509,0.2736064761660692,0.27933698993355094,1.9872467031474384e-16,0.02051469720800285,52.739980136946926,0.0,50.604155578167706,0.0
91,0.3548133892335753,54.964571617050915,53.03845150328232,0.2866094150685949,0.2796984873247277,0.2866094150685945,1.3557756242090164e-15,0.024112703144147634,54.96457161705088,6.463642987255436e-16,53.03845150328228,6.698373685703553e-16
92,0.3981071705534977,57.00860773282782,55.26773736778858,0.292617368165456,0.2850706684885863,0.292617368165456,0.0,0.0257903340604258,57.00860773282782,0.0,55.26773736778858,0.0
93,0.4466835921509635,58.91748296220128,57.333740210180714,0.2974924097818501,0.2897789134160889,0.2974924097818501,0.0,0.025928380396049295,58.91748296220128,0.0,57.333740210180714,0.0
94,0.5011872336272725,60.717883763462446,59.26554854097597,0.3014408027757946,0.2938885911330425,0.30144080277579466,1.8415274481784688e-16,0.025053713940542205,60.717883763462424,3.5107089956963036e-16,59.26554854097595,3.596740871817801e-16
95,0.5623413251903491,62.425061809992776,61.0828061402697,0.3046641710705104,0.2974688395913626,0.30466417107051047,1.82204395863833e-16,0.0236172552022292,62.425061809992776,0.0,61.08280614026971,1.1632450777202666e-16
96,0.6309573444801942,64.04738117211012,62.79844533868815,0.3073330855882918,0.300591958391233,0.3073330855882921,9.03110563657656e-16,0.021934271034162647,64.04738117211012,0.0,62.79844533868815,0.0
97,0.7079457843841388,65.58911289701496,64.42079868940814,0.3095831679780709,0.3033328559014558,0.30958316797807095,1.7930933259003898e-16,0.02018944414012158,65.58911289701496,0.0,64.42079868940814,0.0
98,0.7943282347242822,67.05214988126997,65.95513198469185,0.3115191106520198,0.3057685626454117,0.31151911065201965,5.345850318627757e-16,0.01845969576175238,67.05214988126995,2.119373463843491e-16,65.95513198469183,2.1546245587834377e-16
99,0.8912509381337459,68.43706403031375,67.4047177112781,0.3132205219756674,0.3079778290486806,0.3132205219756674,0.0,0.01673802499886675,68.43706403031376,2.076485149758528e-16,67.40471771127811,2.1082878465677861e-16
100,1.0,69.74376142054093,68.77157117731772,0.3147473891394892,0.3100408861716989,0.3147473891394892,0.0,0.014953270877505117,69.74376142054093,0.0,68.77157117731772,0.0
101,1.1220184543019651,70.97188909856698,70.05694883151644,0.3161445509638358,0.3120244358546805,0.3161445509638361,8.779393961088352e-16,0.013032377425435716,70.97188909856695,4.0046432173915314e-16,70.05694883151642,2.0284718293082423e-16
102,1.2589254117941688,72.12108619929803,71.2616822624254,0.3174451655835617,0.3139387877908438,0.31744516558356173,1.7486847257292856e-16,0.011045617236829399,72.12108619929802,1.9704160688778317e-16,71.26168226242538,1.9941789562123563e-16
103,1.4125375446227555,73.19113595029515,72.38639969899629,0.3186733385885167,0.3157796112641884,0.31867333858851676,1.741945262102267e-16,0.009080544162073271,73.19113595029516,1.941608711313449e-16,72.3863996989963,1.9631940218459365e-16
104,1.584893192461114,74.1820537201361,73.43167083935315,0.3198461021562995,0.3175426348625042,0.3198461021562997,6.942232637136357e-16,0.007201798859721143,74.1820537201361,0.0,73.43167083935315,0.0
105,1.7782794100389228,75.09413354491322,74.39809970294786,0.3209749095948742,0.3192235738723185,0.32097490959487396,6.917818131183217e-16,0.005456301007346556,75.09413354491322,0.0,74.39809970294785,1.9101099049494853e-16
106,1.9952623149688828,75.9279680148347,75.28638272109211,0.322066772661562,0.3208181342612698,0.3220667726615618,5.170774132256488e-16,0.0038769550487100387,75.9279680148347,0.0,75.28638272109211,0.0
107,2.2387211385683425,76.68445197784798,76.09734440291182,0.3231251349342494,0.3223220181202936,0.32312513493424944,1.7179459357921325e-16,0.002485466858278483,76.68445197784797,1.8531598451413762e-16,76.0973444029118,1.8674573766937177e-16
108,2.5118864315095824,77.36477803194728,76.83195986678972,0.3241505470799206,0.3237309291955123,0.32415054707992086,8.562557079006146e-16,0.0012945154286755727,77.3647780319473,1.836863631836922e-16,76.83195986678973,1.8496020067483118e-16
109,2.818382931264455,77.97043054811977,77.49137179122032,0.3251411891485571,0.3250405787387543,0.3251411891485574,8.536468630231698e-16,0.00030943606396516044,77.97043054811978,1.8225953884443046e-16,77.49137179122033,1.8338628400448674e-16
110,3.1622776601683795,78.50318460861904,78.07690858707308,0.3260932699962653,0.3262466909705416,0.3260932699962653,0.0,0.00047048187862951937,78.50318460861904,0.0,78.07690858707308,0.0
111,3.5481338923357604,78.96511656259692,78.59011063998817,0.3270013234715443,0.3273450101037487,0.32700132347154476,1.3580654816178648e-15,0.0010510252024526522,78.96511656259693,1.7996370212328918e-16,78.5901106399882,3.6164485835374916e-16
112,3.9810717055349776,79.35863381171536,79.03277223217314,0.3278584141570893,0.3283313057685079,0.32785841415708905,6.772576067504602e-16,0.001442365335154264,79.35863381171534,3.5814262500834842e-16,79.03277223217312,3.5961928991823895e-16
113,4.4668359215096345,79.68653293111238,79.407008210922,0.3286562616474224,0.3292013808359145,0.32865626164742245,1.689033732477897e-16,0.001658630161980099,79.68653293111242,5.350033760718526e-16,79.40700821092204,5.368866691509744e-16
114,5.011872336272725,79.95209732344402,79.71535664601393,0.3293852913539405,0.3299510779977107,0.32938529135394057,1.6852953877533161e-16,0.0017177046414077427,79.95209732344401,1.777421129768789e-16,79.71535664601392,1.7826997598852997e-16
115,5.623413251903491,80.15924828628671,79.96093161688339,0.3300346219366554,0.3305762863860421,0.33003462193665545,1.681979633091714e-16,0.0016412352322557225,80.15924828628673,1.7728278419538437e-16,79.9609316168834,1.7772247556207116e-16
116,6.309573444801943,80.31276651708974,80.14764380337984,0.3305920055491256,0.3310729495749605,0.3305920055491258,6.716575149970938e-16,0.0014547962980404946,80.31276651708973,1.7694390731986653e-16,80.14764380337982,1.7730845276081257e-16
117,7.0794578438413875,80.41860427130598,80.28051037740283,0.3310437488082192,0.3314370732892106,0.3310437488082192,0.0,0.0011881344456961878,80.41860427130598,0.0,80.28051037740283,0.0
118,7.943282347242821,80.48431063956875,80.36607892531165,0.3313746623274762,0.3316647318075939,0.3313746623274765,8.3758895205451305e-16,0.0008753520202181074,80.48431063956878,3.531335387549551e-16,80.3660789253117,5.304795843682586e-16
119,8.91250938133746,80.51959167336712,80.41299086873693,0.3315681181450824,0.3317520778237174,0.33156811814508247,1.6742005094400577e-16,0.0005548171508891669,80.51959167336712,0.0,80.41299086873693,0.0
120,10.0,80.5370195314418,80.43270440686182,0.3316063407827954,0.3316953458118497,0.3316063407827956,6.696030130210086e-16,0.0002684056910490946,80.5370195314418,0.0,80.43270440686182,0.0
121,11.220184543019652,80.55288386850971,80.44037886900729,0.331471119855687,0.3314910375089233,0.331471119855687,0.0,6.008865340953499e-05,80.55288386850972,1.7641646124549746e-16,80.4403788690073,1.7666319968909634e-16
122,12.589254117941689,80.58813420157354,80.45588118436652,0.3311452028098625,0.3311363995424364,0.3311452028098625,0.0,2.6584312112585927e-05,80.58813420157351,3.5267858862836243e-16,80.45588118436649,3.5325832011304446e-16
123,14.125375446227554,80.66928061844519,80.50479672157748,0.3306146793325917,0.33062895794419,0.3306146793325917,0.0,4.318807509433735e-05,80.66928061844519,0.0,80.50479672157748,0.0
124,15.848931924611142,80.8289894368357,80.61919640552797,0.3298726437503929,0.329966348502215,0.3298726437503934,1.5145249857680102e-15,0.0002840634214352641,80.82898943683567,3.516276725519912e-16,80.61919640552794,3.525427031973637e-16
125,17.78279410038923,81.10593075283407,80.83772630383464,0.3289242114765234,0.3291463251261634,0.3289242114765234,0.0,0.0006752730321763797,81.10593075283406,1.752135088432536e-16,80.83772630383463,1.7579483447851372e-16
126,19.95262314968883,81.54324465993778,81.20437755845407,0.3277924353243993,0.3281666032009445,0.32779243532439906,6.773939267551594e-16,0.0011414780703378152,81.5432446599378,1.742738441972226e-16,81.20437755845408,1.7500109159721684e-16
127,22.387211385683425,82.18490432663421,81.7651706973798,0.3265237514083896,0.3270513785114362,0.32652375140838963,1.7000647270473427e-16,0.0016158919550897624,82.18490432663421,0.0,81.7651706973798,0.0
128,25.11886431509582,83.06947327373604,82.56215731863556,0.3251904952147104,0.3259175304299252,0.32519049521471044,1.7070348625843448e-16,0.002235720987892788,83.06947327373602,1.710719251628508e-16,82.56215731863554,1.7212310308653231e-16
129,28.18382931264455,84.22152027526381,83.62486192615984,0.3238874759934054,0.3247761509089034,0.3238874759934056,6.855609474987917e-16,0.00274377671681217,84.22152027526383,1.6873187124568901e-16,83.62486192615985,1.699357629762078e-16
130,31.622776601683793,85.64231855822968,84.96064740526543,0.3227206492547139,0.3236092558051493,0.3227206492547139,0.0,0.002753485258806859,85.64231855822968,0.0,84.96064740526543,0.0
131,35.481338923357605,87.30294100795292,86.54705758764483,0.3217891110107544,0.3225983909299926,0.32178911101075425,5.175235829785673e-16,0.002514938795462541,87.30294100795291,1.6277635725819887e-16,86.54705758764482,1.6419801101627168e-16
132,39.81071705534978,89.14337184371993,88.32987413502586,0.3211657028168024,0.3217588858351587,0.3211657028168027,8.642135624133276e-16,0.0018469687552359717,89.14337184371992,1.594157189848675e-16,88.32987413502585,1.6088390088135435e-16
133,44.668359215096345,91.07971489550944,90.22927083904057,0.3208835204422184,0.3211703547979346,0.3208835204422187,8.649735448357761e-16,0.0008938893319314753,91.07971489550947,3.1205312250933813e-16,90.2292708390406,3.1499433793613726e-16
134,50.11872336272725,93.01818566153072,92.1531202298446,0.3209333862974011,0.3208939694288826,0.3209333862974011,0.0,0.0001228194703369597,93.01818566153071,1.5277501505900852e-16,92.15312022984459,1.5420915406616579e-16
135,56.23413251903491,94.87129204949508,94.01309167607606,0.3212720749711966,0.3208913018920944,0.3212720749711966,0.0,0.0011852044070008515,94.87129204949507,1.4979088413582576e-16,94.01309167607604,1.5115825319483997e-16
136,63.09573444801943,96.57075239938308,95.73806193486286,0.3218365403074077,0.3212059766172425,0.3218365403074077,0.0,0.0019592669296125834,96.57075239938308,0.0,95.73806193486287,1.4843474400882084e-16
137,70.79457843841388,98.07376809998088,97.28120670727004,0.3225582958886912,0.321743802400487,0.3225582958886912,0.0,0.002525104759622406,98.07376809998085,2.897993008836943e-16,97.28120670727003,1.4608016487669655e-16
138,79.43282347242821,99.36255299366344,98.62036775865285,0.3233740450146189,0.3224960181440269,0.32337404501461875,5.14987075373489e-16,0.0027152051444084193,99.36255299366343,1.4302022529662922e-16,98.62036775865285,0.0
139,89.12509381337459,100.43937726197272,99.7537364468595,0.3242314474156238,0.3233761119392289,0.3242314474156238,0.0,0.002638039842256584,100.4393772619727,2.829737718929958e-16,99.75373644685949,1.4245937266492635e-16
140,100.0,101.31994866886764,100.69360202663644,0.3250908414323787,0.3243438808107737,0.32509084143237854,5.12267441801844e-16,0.0022976981397373987,101.31994866886762,1.4025722379356617e-16,100.69360202663641,2.822593378165738e-16
141,112.20184543019651,102.02723384831968,101.4603008642128,0.3259244228202871,0.3253399542673748,0.32592442282028733,6.81276361567618e-16,0.0017932640575230106,102.02723384831967,1.3928491618550384e-16,101.4603008642128,0.0
142,125.89254117941688,102.5867390225605,102.07746518601552,0.3267142343296052,0.3263242329624531,0.3267142343296052,0.0,0.0011937079140502426,102.58673902256048,1.385252601905672e-16,102.07746518601552,0.0
143,141.25375446227554,103.02342671755748,102.56882602588892,0.3274498728926336,0.3272644574551971,0.3274498728926336,0.0,0.0005662406761638697,103.02342671755746,2.7587618016553823e-16,102.5688260258889,2.770989055020501e-16
144,158.48931924611142,103.36000231510386,102.95636045991915,0.3281263951735844,0.3281355025143705,0.3281263951735842,5.075283675538341e-16,2.7755587237894526e-05,103.36000231510387,1.37488916378685e-16,102.95636045991917,1.3802794360368129e-16
145,177.82794100389228,103.61617185188908,103.25941686568642,0.3287426086767917,0.3289268069905438,0.3287426086767917,0.0,0.000560311650788006,103.61617185188909,1.3714900349257514e-16,103.2594168656864,1.3762284493322893e-16
146,199.5262314968883,103.80850602576636,103.4944675099426,0.3292997715653367,0.3296283663645318,0.32929977156533696,8.428665311151569e-16,0.0009978591774687572,103.80850602576633,2.7378979351990145e-16,103.49446750994257,2.7462056778710007e-16
147,223.87211385683423,103.9506370735676,103.67521858295652,0.3298006502783153,0.3302435676761668,0.3298006502783155,6.732691543744686e-16,0.0013429852169106428,103.95063707356762,1.3670772123450038e-16,103.67521858295653,1.3707089224828668e-16
148,251.18864315095823,104.05360800468344,103.81289518214108,0.3302488614326377,0.3307721467375096,0.33024886143263754,5.042665490846578e-16,0.0015845181194630508,104.0536080046834,4.097173078677593e-16,103.81289518214106,1.3688910891338572e-16
149,281.8382931264455,104.12626635739296,103.91658938232288,0.3306484267302878,0.3312240887941897,0.3306484267302878,0.0,0.0017410095357006856,104.12626635739294,2.729542739278875e-16,103.91658938232285,2.7350502551461523e-16
150,316.22776601683796,104.17564438755235,103.99360901081602,0.331003481312015,0.3316036476522958,0.33100348131201507,1.6770564167852706e-16,0.0018131722902182063,104.17564438755235,0.0,103.99360901081602,0.0
151,354.81338923357606,104.20729863363772,104.04979629930509,0.3313180895337424,0.3319223158385394,0.3313180895337424,0.0,0.0018237045422037385,104.20729863363773,1.3637101145058176e-16,104.04979629930507,1.36577439078532e-16
152,398.1071705534977,104.22559969625348,104.08980423419786,0.3315961342517084,0.3321855282761243,0.3315961342517082,6.696236234059399e-16,0.0017774454028125176,104.22559969625345,2.726941318949846e-16,104.08980423419784,1.365249442032589e-16
153,446.6835921509635,104.23397254386548,104.11732863611398,0.3318412554000101,0.3324036194635389,0.3318412554000101,0.0,0.0016946779653751684,104.23397254386545,2.7267222707494064e-16,104.11732863611395,2.729777050824727e-16
154,501.18723362727246,104.23509209376324,104.13529905439462,0.3320568209501033,0.3325815769978216,0.33205682095010314,5.015209542068037e-16,0.0015803200374471707,104.23509209376321,2.726692984051634e-16,104.1352990543946,2.7293059787112205e-16
155,562.341325190349,104.23104042660395,104.14603365313036,0.3322459186422051,0.3327276230303433,0.3322459186422051,0.0,0.001449842905841567,104.23104042660395,0.0,104.14603365313035,1.3645123310728083e-16
