T_GeV,w
63.09573444801943,0.3212059766172425
70.79457843841388,0.321743802400487
79.43282347242821,0.32249601814402695
89.12509381337459,0.3233761119392289
100,0.3243438808107737
112.20184543019653,0.3253399542673748
125.89254117941688,0.32632423296245316
141.25375446227554,0.3272644574551971
158.48931924611142,0.3281355025143705
177.82794100389228,0.3289268069905438
199.5262314968883,0.3296283663645318
223.87211385683423,0.3302435676761668
251.18864315095823,0.33077214673750965
281.8382931264455,0.33122408879418974
316.22776601683796,0.33160364765229583
354.81338923357606,0.33192231583853943
398.1071705534977,0.33218552827612435
446.6835921509635,0.33240361946353897
501.18723362727246,0.3325815769978216
562.341325190349,0.3327276230303433
630.9573444801943,0.33284573592464084
707.9457843841387,0.33294199558938486
794.3282347242822,0.33301933877324036
891.2509381337459,0.3330820521417376
1000,0.33313220242916486
1122.0184543019652,0.3331727151564497
1258.9254117941662,0.33320500051595076
1412.5375446227554,0.33323100958206264
1584.8931924611175,0.3332516853170025
1778.2794100389228,0.3332683070797813
1995.262314968883,0.33328149739263024
2238.7211385683377,0.3332920842815654
2511.886431509582,0.33330047578253746
2818.3829312644607,0.33330720204480374
3162.2776601683795,0.33331252984892934
3548.1338923357603,0.3333167952705331
3981.071705534969,0.3333201730459997
4466.835921509635,0.3333228740303082
5011.872336272735,0.3333250133663694
5623.413251903491,0.3333267217408453
6309.573444801943,0.33332807582696106
7079.457843841374,0.3333291553369219
7943.282347242822,0.3333300121045958
8912.509381337477,0.333330693650353
10000,0.3333312357138176
11220.184543019654,0.33333166564077266
12589.254117941662,0.3333320086694964
14125.375446227554,0.3333322796239721
15848.931924611174,0.3333324968147306
17782.794100389227,0.33333266739580814
19952.62314968883,0.3333328050365662
22387.21138568338,0.3333329122824868
25118.864315095823,0.3333329996306913
